Parameter,Rating
Course recommendation based on relevance,4.11
Course recommendation based on relevance,4.11
Course recommendation based on relevance,3.67
Course recommendation based on relevance,1.0
Course recommendation based on relevance,4.11
Course recommendation based on relevance,1.89
Course recommendation based on relevance,2.78
Course recommendation based on relevance,2.78
Course recommendation based on relevance,4.11
Course recommendation based on relevance,1.89
Course recommendation based on relevance,3.22
Course recommendation based on relevance,1.0
Course recommendation based on relevance,5.0
Course recommendation based on relevance,2.33
Course recommendation based on relevance,2.78
Course recommendation based on relevance,4.11
Course recommendation based on relevance,5.0
Course recommendation based on relevance,4.56
Course recommendation based on relevance,1.0
Course recommendation based on relevance,2.78
Course recommendation based on relevance,1.89
Course recommendation based on relevance,1.89
Course recommendation based on relevance,4.56
Course recommendation based on relevance,1.89
Course recommendation based on relevance,4.11
Course recommendation based on relevance,5.0
Course recommendation based on relevance,2.78
Course recommendation based on relevance,2.78
Course recommendation based on relevance,1.0
Course recommendation based on relevance,5.0
Course recommendation based on relevance,4.56
Course recommendation based on relevance,3.67
Course recommendation based on relevance,2.33
Course recommendation based on relevance,1.89
Course recommendation based on relevance,4.11
Course recommendation based on relevance,3.22
Course recommendation based on relevance,4.11
Course recommendation based on relevance,3.67
Course recommendation based on relevance,2.78
Course recommendation based on relevance,5.0
Course recommendation based on relevance,3.22
Course recommendation based on relevance,5.0
Course recommendation based on relevance,2.78
Course recommendation based on relevance,1.44
Course recommendation based on relevance,4.11
Course recommendation based on relevance,5.0
Course recommendation based on relevance,2.78
Course recommendation based on relevance,3.67
Course recommendation based on relevance,5.0
Course recommendation based on relevance,3.67
Course recommendation based on relevance,5.0
Course recommendation based on relevance,4.11
Course recommendation based on relevance,1.0
Course recommendation based on relevance,3.67
Course recommendation based on relevance,4.56
Course recommendation based on relevance,3.67
Course recommendation based on relevance,5.0
Course recommendation based on relevance,4.11
Course recommendation based on relevance,5.0
Course recommendation based on relevance,4.11
Course recommendation based on relevance,5.0
Course recommendation based on relevance,2.78
Course recommendation based on relevance,1.89
Course recommendation based on relevance,4.56
Course recommendation based on relevance,2.33
Course recommendation based on relevance,1.0
Course recommendation based on relevance,4.56
Course recommendation based on relevance,4.56
Course recommendation based on relevance,4.11
Course recommendation based on relevance,4.56
Course recommendation based on relevance,1.0
Course recommendation based on relevance,2.33
Course recommendation based on relevance,1.89
Course recommendation based on relevance,2.33
Course recommendation based on relevance,4.56
Course recommendation based on relevance,3.67
Course recommendation based on relevance,1.44
Course recommendation based on relevance,2.33
Course recommendation based on relevance,4.56
Course recommendation based on relevance,1.0
Course recommendation based on relevance,1.89
Course recommendation based on relevance,4.56
Course recommendation based on relevance,4.56
Course recommendation based on relevance,5.0
Course recommendation based on relevance,1.89
Course recommendation based on relevance,4.11
Course recommendation based on relevance,4.56
Course recommendation based on relevance,1.44
Course recommendation based on relevance,1.89
Course recommendation based on relevance,1.89
Course recommendation based on relevance,2.33
Course recommendation based on relevance,2.78
Course recommendation based on relevance,1.0
